product_id,Sales,Orders,name,cat1,cat2,cat3
40663,170.09,57,Broche Pinza Ovalado Suavinex Blanco Dinosaurios,Infantil,Chupetes,Cadenitas Chupetes
9655,170.07000000000002,38,PHB Plus Cepillo Dental Orthodontic Varios Colores,,,
71474,170.05,23,Solución Micelar Desmaquillante Uresim 500ml + Regalo 100ml,,,
29958,170.0,23,B-Green Innolab Carbonato de Magnesio 200 g,,,
11956,170.0,7,A.vogel Polioleáceas Multivitamínico 60cap.,,,
23362,169.98,39,Suavinex Broche Pinza Premium Redondo Tono Azul,Infantil,Chupetes,Cadenitas Chupetes
71201,169.96,12,Crema Hidratante Piel Normal Creme Fraiche de Beaute Nuxe 30ml,Cosmética y Belleza,Facial,Hidratantes
4984,169.94,11,Caudalíe Soleil Divin Visage IP30 40 ml,Cosmética y Belleza,Facial,Hidratantes
4494,169.93,30,Sebamed Compacto en Pastilla ,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
11432,169.92,79,Interapothek Crema Hidratante Aloe Vera 200 ml,,,
46396,169.84,6,Tommee Tippee Kit Biberones Ultra,,,
65715,169.78,32,Champu Escolar Th Pharma Petit 300ml,,,
56438,169.77,11,Composor 23 Hyssopus Complex 50ml Soria Natural,Salud,Aromaterapia,Aceites esenciales
7344,169.7,5,Medela Top de Extracción Fácil Sujetador Manos Libres Talla L,,,
11090,169.6,21,Klorane Bebé Crema Solar con Caléndula SPF50 50 ml,,,
56075,169.59,17,Champu Anticaspa Arcilla y Azufre Armonia 400ml,Higiene y cuidado personal,Cabello,Anticaspa
4814,169.55,6,,,,
10947,169.53,21,Piz Buin After Sun 200 ml,,,
72324,169.46,16,Gel Exfoliante Suave Anticontaminacion Bio Beaute Nuxe 60ml,,,
36807,169.38,14,Rilastil Coverlab Polvos Compactos Iluminadores 12gr ,,,
24430,169.37,11,Ladival Hidratante de Verano 500 ml,Cosmética y Belleza,Corporal,Hidratación
8641,169.34,17,RENE furterer naturia champu seco 150ml,Higiene y cuidado personal,Cabello,Champu
9520,169.26000000000002,90,Interapothek Balsamo Reparador Nariz y Labios,,,
71507,169.26,3,Trona Pocket Meal Light Grey Chicco,,,
68267,169.19,78,Gel Higiene Intima Salvia y Alantoina Green Pharmacy 370ml,Higiene y cuidado personal,Íntima,Limpieza
6952,169.16,33,Quies Tapones De Oido Silicona Natación Niños 3 Pares (6unidades),Higiene y cuidado personal,Nariz y oído,Tapones y protección
48916,169.12,8,Rene Furterer Mascarilla Cabello Karinga 200ml,,,
74532,169.07999999999998,9,Kerastive Forte Cabello y Uñas 60 Capsulas + Kerastive 60 Capsulas REGALO,,,
91275,169.02,40,Sérum Concentrado Antioxidante Rostro y Cuello Acai Ziaja 50ml,Cosmética y Belleza,Facial,Serum
7858,169.01,23,Mavala Diluyente 10ml,Cosmética y Belleza,Uñas,Pintauñas
47773,169.0,6,,,,
54832,168.97,10,Femicup Copa Menstrual Talla M Grande,Higiene y cuidado personal,Íntima,Copas menstruales
61295,168.95,21,Artelac Toallitas Higiene Parpados y Pestañas 20uds,Salud,Óptica,Toallitas Oculares
1247,168.93,15,Arkopharma Arkocaps Aceite Borraja 50 Capsulas,Salud,Belleza,Antienvejecimiento
692,168.85000000000002,22,Avene Akerat S Crema Zonas Delicadas 100ml,,,
4489,168.85,19,Sebamed Desodorante Balsamo Deo Roll-On 50 ml,Higiene y cuidado personal,Corporal,Desodorantes
4037,168.78,12,Anthelios W Gel SPF-30 100ml,,,
96861,168.76999999999998,8,Pack Talika Piel Luminosa 6 Mascarillas,,,
54256,168.72,9,Bio Extracto de Pomelo Ecologico 100% Natural 50ml,Salud,Vitaminas y Minerales,Suplementos
1891,168.68,25,Ureadin Crema Manos Reparadora 50ml,Cosmética y Belleza,Manos,Crema de Manos
610,168.67,41,Preservativos Durex Natural Plus Easy On 6 Unidades,Salud,Salud Sexual,Preservativos
34177,168.66,10,Sensilis Densage Mascarilla Reparadora ,,,
3811,168.60999999999999,31,Suavinex Broche Pinza Jewel Manzana Rosa 0m+,,,
92409,168.6,26,Crema Emoliente Facial Stelatopia Mustela 40ml,Infantil,Higiene infantil,Hidratantes
21371,168.6,18,Recipientes Para Congelador Multicolor 6 Piezas Nûby,,,
9369,168.58,13,Bifibran Fibra 5 g 14 Sobres,Salud,Trastornos digestivos ,Estreñimiento
60941,168.5,100,"Juanola Pastilla Hierbabuena 5,4g",Salud,Aparato Respiratorio,Garganta y tos
4891,168.44,8,Kot Pancake con Pepitas de Chocolate 7 sobres (Tortitas),,,
57995,168.41,11,Lamberts Vitamina E Natural 400UI 60 Comprimidos,,,
53716,168.39,6,M2 Beaute Nano Mascara de Pestañas 3 Looks Black 6ml,,,
1676,168.39,14,Blevit Plus Superfibra Frutas 600g,Infantil,Alimentación infantil,Papillas
57032,168.33999999999997,14,,,,
11545,168.3,38,Compeed Callos Mediano 10 Unidades,Higiene y cuidado personal,Pies,Callos
72022,168.26999999999998,16,Mascarilla Recuperadora Piel Sensible Origin Naobay 75ml,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
42316,168.22,34,Crema Pies Hidrotelial Queratorreguladora 50ml,Higiene y cuidado personal,Pies,Hidratantes Pies
13239,168.17,22,Salvat Relive Iso 30 viales,Salud,Óptica,Colirios
56708,168.14000000000001,6,Cojin Elevador Chicco Pocket Snack Dark Grey,,,
10228,168.14,22,TH Vitaliacolor Kit Tinte Nº 6 Sin Amoniaco Con Oro Líquido y Aceites Florales Rubio Oscuro.,,,
6514,168.13,30,Bie3 Regula y Limpia 25 Bolsitas,Salud,Trastornos digestivos ,Estreñimiento
74181,168.09,22,Valeriana con Melatonina Kneipp 30 Capsulas,,,
86257,168.07,15,Extracto de Rompepiedras S.XXI Soria Natural 50ml,Salud,Aparato Urinario,cistitis
7325,168.02,54,Lápiz automático de cejas Beter Look Expert ,Cosmética y Belleza,Ojos,Cejas
78337,168.01,59,Caja Tiritas Variadas Kukuxumusu Hansaplast 40 Apósitos,,,
11565,168.01,14,Philips Recambio Standard Diamond Cleand 2 Unidades,,,
77896,168.0,5,Serum Antioxidante Duolys CE 15% ACM 15ml,Cosmética y Belleza,Facial,Serum
2055,168.0,15,Singuladerm Xpert Regenerateur 100ml,,,
17205,167.96,11,Dr Dunner Gastrodiet 40 Comprimidos,,,
93600,167.93,17,Mascarilla Effaclar La Roche Posay 100ml con Máscara Pestañas REGALO,,,
28752,167.92000000000002,14,Parakito Kids Pulsera Antimosquitos Azul Pirata +3m,,,
66058,167.92,38,Aceite Esencial de Menta de Campo BIO Pranarom 10ml,Salud,Aromaterapia,Aceites esenciales
65527,167.79000000000002,34,Chupetes Ultra Soft Flexifit Avent SCF227/22 6-18m Niña,Infantil,Chupetes,Chupetes de Silicona
45757,167.79,7,Ecus Kids Almohada Para Cuna Malva 55x26x5,Infantil,Mobiliario y descanso del bebé,Cunas portatiles
86108,167.79,8,Champú Anticaida Be+ 500 ml + 500 ml Duplo,,,
42427,167.78,44,Sucristevia 200 Comprimidos,,,
13439,167.75,9,Indasec Pant Super T/M 14ud,Higiene y cuidado personal,Íntima,Incontinencia
40972,167.73000000000002,19,Corpore Sano Champu Hidratante con Aloe Vera y Malvavisco 300ml,Higiene y cuidado personal,Cabello,Champús especiales
58088,167.68,5,Lamberts Beta Caroteno Natural 15 mg,,,
23929,167.66,10,PRO-PRESERVE Crema Protectora Anti-Sequedad Textura Rica 50 ml ROC,Cosmética y Belleza,Facial,Hidratantes
9970,167.63,19,Eladiet Fitotablet Uña de Gato 60 Comprimidos,Salud,Vitaminas y Minerales,Suplementos
65545,167.6,11,Té Matcha Ecologico Soluble Integralia 20 Sobres,Salud,Vitaminas y Minerales,
63854,167.52,12,Colonia Infantil Suavinex 100ml + Osito Caja Azul,,,
50558,167.51999999999998,7,Yookidoo Apila Aletea y Cae +9m,,,
68627,167.47,10,Aceite Esencial Flor Manzanilla Romana BIO Pranarom 5 ml.,Salud,Aromaterapia,Aceites esenciales
34045,167.46,15,Fitoextract Pomelo Eladiet 50 ml,Salud,Vitaminas y Minerales,Suplementos
65784,167.43,12,"Polvo Compacto Bronceador Iluminador Sensilis 01 6,5g",,,
44660,167.4,30,Apotheke Ampolla Acido Hialuronico 2ml,,,
91581,167.39000000000001,7,Topicrem Pack Bálsamo Emoliente 500ml y Gel Sobreengrasante 500ml,,,
52756,167.36,78,Evax Salvasip Flexi & Fresh 44 Unidades,,,
76673,167.34,15,Eucerin UreaRepair Plus Crema Pies 10% 100ml + 100ml Duplo,,,
39610,167.33,8,Pilfood Complex Especial Uñas 30 comprimidos,Cosmética y Belleza,Uñas,Limas y tratamiento uñas
73205,167.32999999999998,5,Ducray Creastim Loción 2x30 ml + Champu Anaphase de Regalo 100ml,,,
16977,167.32000000000002,5,Estila Mascara Termica Uso Ocular,,,
68492,167.23,22,PranaBb Spray de Masaje BIO Confort Digestivo Pranarom 15 ml.,Salud,Trastornos digestivos ,Flora intestinal y digestión
4898,167.21,10,Kot Tortilla sabor Queso 7 sobres,,,
1039,167.21,59,Interapothek Champu Anticaspa 400ml,,,
8688,167.2,8,Farmalastic Faja Cinturon Neopreno Termico Talla Unica Gris,,,
62105,167.16,12,,,,
23914,167.13,8,"PRO SUBLIME Tratamiento Antiedad perfeccionador de Ojos Intensivo, 2 tubos x 10 ml ROC",,,
86093,167.1,14,Apivita Espuma Limpiadora 3 en 1 Facial y Ojos con Oliva y Lavanda 300ml (Edición Limitada),Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
30582,167.07,39,MAM First Brush Cepillo De Dientes Amarillo 6m+,,,
11818,167.06,16,Isdin Lambda Control Desodorante Roll on 50ml,Higiene y cuidado personal,Corporal,Desodorantes
35321,166.95,20,PowerBar Tabletas de Electrolitos Sabor Pomelo y Cafeina 40 gr,,,
8193,166.93,60,Saro Termometro Baño Snorkels Tortuga,,,
7942,166.88,41,Apivita Jabon Natural con Camomila 125 Gramos,Higiene y cuidado personal,Corporal,Pastilla de Jabón
5230,166.85,18,Topylaude Omega Crema 100 ml Cumlaude,Cosmética y Belleza,Corporal,Urticaria y Psoriasis
5927,166.79,24,Vitis Encias Pasta Dentífrica 150 ml Formato Ahorro,Higiene y cuidado personal,Dental,Dentífricos
55256,166.78,3,Olmitos Centro de Actividades Rosa +4m,,,
3578,166.72,28,Klorane Champu Leche De Almendras 200ml,Higiene y cuidado personal,Cabello,Champu
46861,166.72,3,Dr. Hauschka Spray Cura Intensiva 04 Regenerador 40ml,Cosmética y Belleza,Facial,Hidratantes
72635,166.68,41,Stick Calma y Alivia la Piel Golpes Aposan 51gr,,,
7728,166.53,7,,,,
59711,166.49,18,VEA Lipstick Barra Labial 10ml,Cosmética y Belleza,Labial,Hidratantes Labiales
9265,166.49,56,Aquilea Infusion Boldo 20 Sobres,Nutrición,Alimentos,Tés e infusiones
57059,166.47,13,Lactoflora Salud Bucodental 30 Comprimidos,Higiene y cuidado personal,Dental,Cuidados Especiales
66385,166.44,6,Gel Efecto Calor Mi Rebotica 500ml,,,
15925,166.44,41,Papaya Sotya 600 mg 100 Comprimidos,Salud,Trastornos digestivos ,
65920,166.37,15,,,,
40114,166.37,80,La Roche Posay Agua Termal 50 ml,,,
38783,166.32,8,,,,
71258,166.3,6,Recuperat-ion FM 20 Sobres Naranja,,,
3256,166.29000000000002,5,Boppy Almohada Lactancia Chicco Ringstone,,,
8254,166.27,6,GALENIC Argane Anti Age Lift Cuidad Ojos Labios dosificador 15ml,,,
21740,166.25,10,SESDERMA Repaskin Fotoprotector SPF 30 Facial 50ml,,,
77884,166.16,12,Molutrex Solución ACM 3ml,Salud,Botiquín,Quemaduras y cicatrices
7377,166.12,23,DevorOlor Spray Sport Pies y Calzado 150ml,,,
74190,166.12,14,Estimulador Femenino Geisha Balls Control,Salud,Salud Sexual,Accesorios
35915,166.09,24,Colnatur Fisio Crema de Masaje Deportivo 60 ml,Salud,Huesos articulaciones y músculos,Colágeno
78735,166.07999999999998,15,Toallitas Oculares Wops Deiters 30 unidades,Salud,Óptica,Toallitas Oculares
60722,165.99,3,,,,
37377,165.97,19,Iap Pharma Perfume Mujer nº29 150ml ,Cosmética y Belleza,Perfumería,Mujer
72213,165.9,15,Bars Arkopharma white Choco Komplett flavor lemon and coconut 6uds,Nutrición,Pérdida de peso,Productos sustitutivos y entrehoras
78373,165.9,9,Kit PreMama Elifexir Dermo Actidren+Antiestrias+Senobell 12ml,,,
75858,165.71,32,Tijera Manicura Uñas Curva Beter Cromada 9cm,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
2975,165.7,27,Xhekpon Gel 400 ml,Higiene y cuidado personal,Corporal,Geles
23383,165.65,26,SUAVINEX Biberón Premium Silicone con Tetina Redonda Tono Azul +0m 150ml,Infantil,Biberones,Biberones
69220,165.56,42,Escobilla Limpiabiberones 2 en 1 Flexible Tigex,Infantil,Accesorios de alimentación,Esterilización y limpieza
3174,165.56,34,Tijeras Infantil Nuk Seguridad,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
39302,165.53,16,Arkorelax Plus 45 capsulas,,,
8418,165.47,9,,,,
59420,165.47,5,Geratherm Termometro Duotemp Verde,Salud,Botiquín,Termómetros
10656,165.39,12,Cosmeclinik Basiko SPF 50+ Corporal Spray 200 ml,,,
79901,165.32999999999998,12,Brudy Derm Dry Eye 10ml,Salud,Óptica,Colirios
35335,165.32,8,Elifexir Stop Kilos Plus 40 Capsulas ,,,
87628,165.3,8,Botella Inoxidable Chilly's Oro Rosa 500ml,,,
79631,165.29999999999998,16,Ideal Soleil Agua de Proteccion Solar Luminosidad SPF 30+ Vichy 200ml,Cosmética y Belleza,Sol,Protectores solares
83656,165.27,17,Colorete en Crema Camaleon Magic Blush Azul/Rosa Suave ,Cosmética y Belleza,Facial,Maquillajes
4993,165.26999999999998,17,Caudalíe Gel de Ducha Thé Des Vignes 200 ml,Higiene y cuidado personal,Corporal,Geles
51206,165.26,6,Frontline Tri Act Perros 5-10 kg 6 Pipetas,Veterinaria,,
24469,165.24,17,Lavidal Niños After Sun 200 ml,Cosmética y Belleza,Sol,After-Sun
28557,165.14000000000001,25,Nuxe Huile Douche Prodigieuse 200ml,Higiene y cuidado personal,Corporal,Geles
95726,165.11,2,"Cofre Nuxe Contorno Ojos, Sérum y Crema Rica Nuxuriance Ultra",,,
39544,165.10999999999999,13,Sensilis Silhouette Xpert 200ml,,,
38939,165.05,26,Saugella Gel Lubricante Attiva 30 gr,Higiene y cuidado personal,Íntima,Hidratantes
37791,165.04000000000002,12,Jonzac Homme Cuidado Facial 3 en 1 50ml ,,,
628,165.0,30,Avene Pediatril Gel Costra Lactea 40 ml,,,
4855,165.0,9,Kot Bebida Naranja 7 sobres de 22 gr,,,
3556,164.95,10,Gestagyn Embarazo 30 Capsulas,Salud,Mujer,Embarazo y lactancia
63598,164.95,6,Tricobell Locion Stop Caida 150ml,Higiene y cuidado personal,Cabello,Anticaída
64592,164.93,14,Champu Sublimador 5 Sens Rene Furterer 200ml,Higiene y cuidado personal,Cabello,Champu
10923,164.89,10,RENE Furterer Naturia Champu Seco 150ml Duplo,,,
51976,164.89,14,Suavinex Pack 3 Chupetes Personalizados Piña + Portachupetes REGALO,,,
89580,164.89,43,Lápiz Ojos Hipoalergénico Larga Duración HYPO Bell 01 Negro,Cosmética y Belleza,Ojos,Lapiz y sombra de Ojos
14777,164.84,11,Valeriana Sotya 60 Capsulas 600 mg + 60 Capsulas DUPLO,,,
86081,164.82,8,Mascarilla Vigor Rene Furterer Tonucia 200 ml + Champú Tonucia 200 ml,,,
60515,164.78,15,Suavinex Set Biberones Starter 2 Unidades Azul,,,
10850,164.71,14,Bioderma Photoderm LEB SPF30 Spray Alergias Solares 125ml,,,
68018,164.7,37,Compresas Evax Liberty Super Alas 10 Unidades,Higiene y cuidado personal,Íntima,Compresas
43940,164.66,20,Biberon Anticolico Twistshake 260ml Lila,,,
20627,164.63,24,MAM Trainer 220ml Rosa,,,
40381,164.53,14,Solgar Vitamina B12 500 mcg (Cianocobalamina) 50 c,Salud,Vitaminas y Minerales,Multivitamínicos
93747,164.48,11,Leotron Mujer 90+30 Comprimidos,Salud,Vitaminas y Minerales, Multivitamínicos
74109,164.45000000000002,4,Difusor de Esencias Rainbow Gris Cielo Pranarom,,,
10354,164.44,31,Repavar Pediátrica Crema Pañal 75 ml,,,
8336,164.42000000000002,12,Phytocolor Kit Color 7 Rubio,,,
61787,164.41,68,Copos de Avena Finos Ecologicos Bionsan 500g,,,
57671,164.31,3,Lamberts Colladeen® Derma Plus 60 Comprimidos,,,
11441,164.29,40,Suavinex Broche pinza con cinta Button Azul,,,
88506,164.25,11,Erborian Bamboo Matte 30ml,Cosmética y Belleza,Facial,Hidratantes
38116,164.25,13,Ladival Crema Fluida con Color SPF50+ Pieles Secas 50 ml,,,
6981,164.24,12,,,,
73313,164.14999999999998,7,Babe Neceser Nutre y Protege Tu Piel,,,
1307,164.12,16,Arkocapsulas Propolis (propoleo)  48 Caps,Salud,Vitaminas y Minerales,Multivitamínicos
64379,164.05,11,"Lamina Contacto de Silicona Mepitel 5 x 7,5cm 10 uds",Salud,BotiquínApósitos, tiritas y gasas
71288,164.02,13,Espino Albar Arkopharma 45 Capsulas,Salud,Descanso y relajación,
39242,164.01,17,MAM Pezonera de Silicona Ultrasuave 2 Unidades Talla 1,,,
6483,164.01,9,Cumlaude Advance Oral 30 Comprimidos,,,
68249,164.0,50,Gel Higiene Intima con Roble y Arbol del Te Green Pharmacy 370ml,Higiene y cuidado personal,Íntima,Limpieza
55361,163.97,19,Soivre Gel Exfoliante de Coco 500 ml,Higiene y cuidado personal,Corporal,Geles
60329,163.94,15,Be+ Proteccion Solar Gel con Color SPF50+ Dry Touch 50ml,,,
5440,163.92,33,Peusek Hydro 150 ml ,,,
34595,163.9,13,Phergal Elifexir Dermo Redensificante Capilar 125 ml ,Higiene y cuidado personal,Cabello,Anticaída
76104,163.88,8,Fontactiv Forte Chocolate 800gr (FORMATO AHORRO),Nutrición,Nutrición específica,Adultos
22882,163.79999999999998,38,Cuidado de Uñas Beter Mini Cure Rosa,Cosmética y Belleza,Uñas,Cortauñas y Tijeras
61625,163.78,16,Ladival Cover Antimanchas Stick con Color SPF50+ 4gr,,,
61799,163.78,13,Nuxe Bio Beaute Fluido Detox Anticontaminacion y Luminosidad 40ml,,,
57752,163.71,6,Lamberts Extracto de Mejillón de Labio Verde 350mg 90 Comprimidos,,,
56252,163.64000000000001,11,Apotheke Tratamiento Avanzado Ácido Hialurónico 50ml,,,
84940,163.58,6,Pack ThermoCaps Oferta 2x1 Weider,,,
48748,163.55,10,Mussvital Dermactive Pack Gel 1000ml + Leche Piel Sensible 1000ml ,,,
86176,163.44,34,Clip con Cinta y Capuchón para Chupete Mam Rosa,Infantil,Chupetes,Cadenitas Chupetes
48872,163.4,9,SVR Liftiane Crema Rica 40 ml,,,
13665,163.38,6,,,,
50195,163.29000000000002,25,"Prim Comforsil Tubo Protector con Gel Mesh Dedos 1,5cm 2 Unidades",Salud,BotiquínApósitos, tiritas y gasas
54835,163.28,11,Femicup Copa Menstrual Talla S Pequeña,Higiene y cuidado personal,Íntima,Copas menstruales
10284,163.26,13,Farmatint 4N Castaño 155 ml,,,
35347,163.2,8,,,,
85588,163.19,4,Siluit Goah Clinic 60 Cápsulas,Nutrición,Pérdida de peso,Quemagrasas
6977,163.14000000000001,22,Bottle biberon tetina silicona mam baby +4M 330ml Color Rosa,,,
27174,163.12,4,Genove Genosun Aftersun Reparador Facial 50ml,,,
64115,163.1,26,Paroex Colutorio Gum Accion Intensiva 500ml,Higiene y cuidado personal,Dental,Colutorios
52201,163.09,18,Babaria Crema Facial Antiarrugas Veneno de Serpiente 50ml,,,
45733,163.07,7,,,,
62908,163.01,74,Apivita Hair Mask Mascarilla Cabello Tonificante 20ml,,,
13150,162.99,15,Be+ Desmaquillante Bifásico Ojos y Labios 150ml,,,
13333,162.98999999999998,8,Clairial Antimanchas SPF50+ 50 ml SVR,Cosmética y Belleza,Facial,Antimanchas
23692,162.98,34,"Isdin Nutrabalm Protector Reparador Intensivo Labios, Nariz y Zona Perioral 10ml",Cosmética y Belleza,Labial,Hidratantes Labiales
49203,162.95,6,Homeosor Mangoline Complemento Alimenticio 28 comprimidos,,,
48070,162.89999999999998,3,,,,
45298,162.89000000000001,16,Nuxe Bio Beaute Mascarilla Reequilibrante Extracto de Arandano 50ml,,,
42769,162.81,5,,,,
10451,162.8,6,Sensilis Supreme Elixir 30 ml,,,
45535,162.79000000000002,20,Herpatch Serum + Labial de REGALO,,,
22525,162.77,44,Termometro Digital Interapothek,,,
54076,162.76,11,100% Natural Goji Yuthog Bayas Tibetanas 250g,Salud,Mujer,Bienestar de la mujer
75195,162.74,26,Lax Bienestar Intestinal Aquilea 30 Comprimidos,,,
4600,162.71,8,Lithyop Crema Facial 30 ml Apliderm ,,,
14918,162.71,10,Balneum Plus Loción 200ml,,,
83461,162.70000000000002,33,Pañales Nadador Moltex Aquakids Talla 3 11-15kg 11uds,,,
15130,162.69,7,Inter-Pharma Aspolvit Vigor 60 comprimidos,Salud,Salud Sexual,Falta de Deseo
18436,162.68,32,Cepillo Para Bebé Nuk Baby Brush Extra Suave Azul,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
59735,162.66,9,Cattier Crema Matificante Dia Piel Mixta Grasa 50ml,,,
7074,162.63,21,Medela Embudo Personal Fit M (24mm),,,
22034,162.61,11,La Roche Posay Novalip Duo Pintalabios 198,,,
67669,162.60999999999999,74,Agua Micelar 3 en 1 Camomila Green Pharmacy 250ml,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
78999,162.57999999999998,11,Buenos dias Eladiet 30 comprimidos,Salud,Descanso y relajación,
35591,162.54,34,Avent Chupete Nocturno Rosa 6-18m 2 Unidades ,Infantil,Chupetes,Chupetes de Silicona
15334,162.5,13,Propóleo Masticable Prisma Natural 100 Comprimidos 800 mg,,,
11665,162.48999999999998,17,A-Derma Primalba Champu Costra Lactante 150 ml,,,
49028,162.38,13,Jason Kids Only! Champu 517ml,,,
81549,162.32,7,Neostrata Limpiador Facial 200ml,,,
38056,162.32,15,Iap Pharma Perfume Mujer nº2 150ml ,Cosmética y Belleza,Perfumería,Mujer
69925,162.31,18,Contorno de Ojos Hidraplus Piel Seca Naobay 20ml,,,
64445,162.3,163,Alcohol Etílico Kern Pharma 96º 250ml,Salud,Botiquín,Desinfectantes
93021,162.22,8,Crema Relipidizante Avene XeraCalm AD 400 ml,Cosmética y Belleza,Corporal,Piel Seca y atópica
5564,162.21,16,Weleda Baño Relajante de Lavanda 200 ml,Salud,Descanso y relajación,
53926,162.16,71,Babaria Toallitas Desmaquilladoras Aloe Vera 20uds,,,
43901,162.13,22,Biberon Anticolico Twistshake 180ml Turquesa,,,
84289,162.11999999999998,30,Calcetín Exfoliante Luxiderma 20ml x2,Higiene y cuidado personal,Pies,Callos
28749,162.1,16,Parakito Kids Pulsera Antimosquitos Azul Pez +3m,,,
11855,162.09,37,Chicco Tetina Step Up 2 Silicona Valvula Anticolicos Flujo Regulable 4m+ 2Unidades,Infantil,Biberones,Tetinas
22094,162.09,14,La Roche Posay Novalip Duo Pintalabios Color 73,Cosmética y Belleza,Labial,Pintalabios
78744,162.08,11,Topialyse Aceite Micelar SVR 1L,Cosmética y Belleza,Corporal,Piel Seca y atópica
9023,162.06,50,Kin Junior Cepillo Dental 2x1,Higiene y cuidado personal,Dental,Cepillos
10236,162.05,24,TH Vitaliacolor Kit Tinte Nº 5.1 Sin Amoniaco Con Oro Líquido y Aceites Florales Castaño Claro Ceniza,,,
16876,161.93,7,,,,
27642,161.91,13,Chicco Set Natural Feeling Azul,,,
46087,161.88,12,Klorane Concentrado al Extracto Esencial de Olivo 125 ml ,Higiene y cuidado personal,Cabello,Peinado y tratamiento
62758,161.84,6,BODERM Hairgen Espuma Alopecia Androgénica 125ml,,,
94983,161.84,14,Pack Ziaja Leche de Cabra Tratamiento Facial,,,
15901,161.82,6,Cartil Plus Sotya 950 mg 90 Capsulas,Salud,Huesos articulaciones y músculos,Colágeno
45439,161.81,4,Avent Philips Vigilabebes DECT SCD501/00,,,
64958,161.8,31,Byly Desodorante Roll-on 75ml,Higiene y cuidado personal,Corporal,Desodorantes
58820,161.73,68,Soria Natural Infusion Diente de Leon 40gr,Nutrición,Alimentos,Tés e infusiones
6386,161.65,65,Ansollitas 10 Toallitas para Higiene anal sin Dolor,Higiene y cuidado personal,Íntima,Limpieza
88419,161.57999999999998,10,Be+ Ampollas Vitamina C Pura 15% Cinfa 10x2ml,,,
19099,161.53,32,Juego de Cepillos Para Biberones y Tetinas Azul CANPOL BABIES,Infantil,Accesorios de alimentación,Esterilización y limpieza
69253,161.52,36,Contorno de Ojos Rediscover Kueshi 20ml,Cosmética y Belleza,Ojos,Contorno de Ojos
72716,161.47,20,Digestconfort Gases Tracto Digestivo NS Cinfa 60 Comprimidos,,,
64751,161.42000000000002,48,Mitigal Calmante 15ml,,,
86027,161.38,9,Neceser Multidosis Splah Artelac 10ml + Recugel 10gr ,,,
79209,161.25,19,Aceite Esencial Eucaly Plus Difusión Pranarom 30 ml,,,
10123,161.23,5,Pañales para Adultos Tena Pants Maxi Mediano 10ud,Higiene y cuidado personal,Íntima,Incontinencia
1638,161.19,15,Blevit Plus Superfibra 5 Cereales 600 gr,Infantil,Alimentación infantil,Papillas
77581,161.18,11,Arkorelax Sueño Forte 30 comprimidos,,,
21596,161.16,9,SESDERMA Silkses Monodose 20ud x 3ml,Salud,Botiquín,Quemaduras y cicatrices
45163,161.12,21,Keratix Hiperqueratosis Solución y Parches Adhesivos 36 uds,Salud,Botiquín,Quemaduras y cicatrices
38524,161.07,14,Therapearl Faja Lumbar y Abdominal ,Salud,Ortopedia,Bolsas de frío y calor
72608,161.01,13,Merck Bion3 Energia 30 Comprimidos + GRATIS Segunda unidad,,,
83758,161.0,3,OHO SHS Synbiotic Health Regulador Natural 20 Sobres,,,
87775,161.0,7,Somatoline Use&Go Aceite Spray 125ml+Exfoliante 300 gr de REGALO,,,
20665,160.93,26,MAM Night Chupete de Silicona +6m (2 Chupetes Azules),,,
93333,160.92000000000002,11,Reuteri + Mama Natura Gotas Orales 7 ml,Salud,Trastornos digestivos ,Flora intestinal y digestión
62174,160.87,21,Gum Afta Clear Spray 15ml,Higiene y cuidado personal,Dental,Cuidados Especiales
10227,160.81,26,TH Vitaliacolor Kit Tinte Nº 9 Sin Amoniaco Con Oro Líquido y Aceites Florales Rubio Muy Claro,,,
65619,160.79999999999998,16,Toallitas Limpieza Ocular Uso Dual Optiben 28uds,,,
64721,160.77,8,Fotoprotector Infantil Spray SPF50+ A-Derma 100ml + After Sun 100ml,,,
54133,160.76,4,Nutri MK7 Calcio 100% Natural 60 Perlas de 90mcg,Salud,Huesos articulaciones y músculos,Colágeno
66904,160.74,23,Tetina Silicona Nuk Nature Sense 0-6 meses S 2uds,,,
71971,160.74,24,Suavinex Portacucharas + Cuchara + Sujetababero Azul y Amarillo +4m,Infantil,Accesorios de alimentación,Cubiertos
18217,160.73000000000002,37,Chicco Tetina Step Up 1 Silicona Valvula Anticolicos Flujo Medio 2m+,Infantil,Biberones,Tetinas
15796,160.73,20,,,,
2266,160.7,20,Mustela Stelatopia Crema Lavante 200ml,Infantil,Higiene infantil,Gel-Champú
57257,160.69,17,Nuxe Men Gel de Ducha 200 ml ,Higiene y cuidado personal,Corporal,Geles
28395,160.68,5,Rilastil Hydrotenseur concentrado en Gotas 30ml,Cosmética y Belleza,Facial,Hidratantes
21902,160.68,26,MAM Trainer 220ml Verde,,,
15226,160.63,25,Halley Repelente de Insectos Spray 100 ml,Salud,Botiquín,Antimosquitos
